Site,Device,MAC,Type,Date,Start Time,Stop Time,Timestamp,Value
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/07/2025,11:56:12 AM,11:56:42 AM,1741370172,548.33
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,11:57:33 AM,11:58:03 AM,1741370253,172.91
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,11:59:19 AM,11:59:49 AM,1741370359,115.51
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,11:59:54 AM,12:00:24 PM,1741370394,70.38
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:01:04 PM,12:01:34 PM,1741370464,140.06
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:01:57 PM,12:02:27 PM,1741370517,114.96
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:10:24 PM,12:10:54 PM,1741371024,55.52
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:15:17 PM,12:15:47 PM,1741371317,1768.44
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:18:19 PM,12:19:16 PM,1741371499,187.93
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:19:33 PM,12:20:03 PM,1741371573,88.1
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:27:16 PM,12:27:46 PM,1741372036,45.74
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:33:25 PM,12:33:55 PM,1741372405,72.96
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:35:46 PM,12:36:16 PM,1741372546,46.96
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:50:40 PM,12:51:10 PM,1741373440,102.59
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:51:12 PM,12:51:53 PM,1741373472,55.54
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/07/2025,12:52:01 PM,12:52:49 PM,1741373521,307.55
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,12:52:03 PM,12:52:33 PM,1741373523,476
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:02:32 PM,1:03:02 PM,1741374152,410.18
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/07/2025,1:02:57 PM,1:03:27 PM,1741374177,-398.27
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:03:28 PM,1:03:58 PM,1741374208,1056.37
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/07/2025,1:03:53 PM,1:04:23 PM,1741374233,-619.32
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:05:55 PM,1:06:25 PM,1741374355,86.93
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:06:27 PM,1:06:57 PM,1741374387,43.36
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:40:51 PM,1:41:21 PM,1741376451,44.43
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:47:18 PM,1:47:48 PM,1741376838,113.7
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/07/2025,1:47:56 PM,1:48:26 PM,1741376876,47.28
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:48:00 PM,1:49:00 PM,1741376880,67.44
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,1:49:09 PM,1:49:39 PM,1741376949,370.97
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/07/2025,1:49:16 PM,1:49:46 PM,1741376956,447.35
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,2:32:52 PM,2:33:22 PM,1741379572,105.38
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/07/2025,2:33:25 PM,2:34:09 PM,1741379605,92.95
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:11:56 AM,8:12:26 AM,1741612316,176.39
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,8:12:26 AM,8:12:56 AM,1741612346,-74.78
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:12:43 AM,8:13:15 AM,1741612363,384.69
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,8:13:09 AM,8:13:39 AM,1741612389,108.3
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:14:21 AM,8:14:51 AM,1741612461,41.14
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:14:54 AM,8:15:24 AM,1741612494,65.64
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:18:05 AM,8:18:35 AM,1741612685,185.92
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,8:18:34 AM,8:19:04 AM,1741612714,-44.36
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:21:56 AM,8:22:26 AM,1741612916,65.72
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:23:51 AM,8:24:21 AM,1741613031,74.38
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,8:26:37 AM,8:27:11 AM,1741613197,127.18
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,9:22:27 AM,9:22:57 AM,1741616547,45.78
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,9:23:57 AM,9:24:27 AM,1741616637,42.64
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:00:43 AM,10:01:29 AM,1741618843,73.21
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,10:01:39 AM,10:02:09 AM,1741618899,-90.01
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:02:15 AM,10:02:45 AM,1741618935,129.09
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,10:03:00 AM,10:03:30 AM,1741618980,-74.48
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:03:37 AM,10:04:07 AM,1741619017,50.92
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:05:48 AM,10:06:18 AM,1741619148,39.08
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:16:51 AM,10:17:21 AM,1741619811,671.84
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,10:17:16 AM,10:17:46 AM,1741619836,-183.2
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:17:31 AM,10:18:01 AM,1741619851,40.87
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:19:00 AM,10:19:30 AM,1741619940,40.09
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:19:32 AM,10:20:02 AM,1741619972,65.72
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:22:04 AM,10:22:34 AM,1741620124,58.41
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:49:36 AM,10:50:26 AM,1741621776,38.75
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:50:57 AM,10:51:27 AM,1741621857,176.54
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,10:51:26 AM,10:51:56 AM,1741621886,34.01
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:52:00 AM,10:52:30 AM,1741621920,101.85
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,10:53:29 AM,10:53:59 AM,1741622009,148.78
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:14:17 AM,11:15:32 AM,1741623257,49.2
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:15:42 AM,11:16:12 AM,1741623342,49.3
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:20:28 AM,11:20:58 AM,1741623628,51.11
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:23:47 AM,11:24:17 AM,1741623827,47.54
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:28:19 AM,11:28:49 AM,1741624099,72.37
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:29:04 AM,11:29:34 AM,1741624144,41.45
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:30:05 AM,11:30:35 AM,1741624205,135.15
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:31:37 AM,11:32:07 AM,1741624297,82.63
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:40:21 AM,11:40:51 AM,1741624821,100.63
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:41:00 AM,11:41:30 AM,1741624860,121.06
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,11:41:12 AM,11:41:42 AM,1741624872,-86.19
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:43:00 AM,11:43:30 AM,1741624980,103.7
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:44:15 AM,11:44:51 AM,1741625055,157.16
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:44:58 AM,11:45:31 AM,1741625098,83.15
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:45:53 AM,11:46:27 AM,1741625153,49.57
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:46:43 AM,11:47:13 AM,1741625203,50.07
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:51:25 AM,11:52:00 AM,1741625485,112.05
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,11:52:18 AM,11:52:48 AM,1741625538,-142.44
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:53:51 AM,11:54:21 AM,1741625631,68.39
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,11:56:43 AM,11:57:13 AM,1741625803,43.87
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,12:00:27 PM,12:00:57 PM,1741626027,55.3
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,12:34:21 PM,12:34:51 PM,1741628061,257.8
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,12:34:48 PM,12:35:18 PM,1741628088,-58.07
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,12:35:59 PM,12:37:01 PM,1741628159,47.69
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/10/2025,12:36:34 PM,12:37:13 PM,1741628194,129.11
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,12:37:06 PM,12:37:36 PM,1741628226,284.47
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,1:30:35 PM,1:31:08 PM,1741631435,75.38
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/10/2025,1:31:54 PM,1:32:24 PM,1741631514,35.59
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,8:25:54 AM,8:26:24 AM,1741699554,42.84
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,8:28:09 AM,8:28:39 AM,1741699689,73.45
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,8:29:03 AM,8:29:33 AM,1741699743,170.26
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,8:29:32 AM,8:30:03 AM,1741699772,25.51
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,8:30:41 AM,8:31:11 AM,1741699841,47.67
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,8:32:28 AM,8:32:58 AM,1741699948,40.29
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,8:36:40 AM,8:37:10 AM,1741700200,113.23
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:22:42 AM,9:23:12 AM,1741702962,139.94
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:23:17 AM,9:23:47 AM,1741702997,104.47
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:30:02 AM,9:30:32 AM,1741703402,74.13
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:30:49 AM,9:31:19 AM,1741703449,118.4
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:40:54 AM,9:41:24 AM,1741704054,89.09
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:41:27 AM,9:41:57 AM,1741704087,281.28
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,9:41:52 AM,9:42:22 AM,1741704112,-66.09
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:42:16 AM,9:42:46 AM,1741704136,121.32
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:43:10 AM,9:43:40 AM,1741704190,160.94
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,9:43:41 AM,9:44:11 AM,1741704221,-29.78
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:45:03 AM,9:45:33 AM,1741704303,204.21
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,9:45:29 AM,9:45:59 AM,1741704329,-54.26
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:45:49 AM,9:46:19 AM,1741704349,79.8
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:46:52 AM,9:47:22 AM,1741704412,43.01
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:53:05 AM,9:53:48 AM,1741704785,316.4
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,9:53:33 AM,9:54:03 AM,1741704813,629.65
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:53:55 AM,9:54:25 AM,1741704835,263.69
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,9:54:21 AM,9:54:51 AM,1741704861,-156.8
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,9:54:27 AM,9:55:13 AM,1741704867,176.84
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,9:55:13 AM,9:55:43 AM,1741704913,-362.19
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:00:05 AM,10:00:35 AM,1741705205,49.1
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:15:36 AM,10:16:06 AM,1741706136,190.51
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,10:16:03 AM,10:16:33 AM,1741706163,-48.58
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:16:47 AM,10:17:17 AM,1741706207,204.01
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,10:17:13 AM,10:17:43 AM,1741706233,161.27
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:17:36 AM,10:18:06 AM,1741706256,118.76
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,10:18:07 AM,10:18:37 AM,1741706287,23.12
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:18:12 AM,10:18:42 AM,1741706292,93.68
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:20:02 AM,10:20:32 AM,1741706402,45.53
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:20:53 AM,10:21:23 AM,1741706453,289.75
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,10:21:19 AM,10:21:49 AM,1741706479,-162.67
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:21:31 AM,10:22:01 AM,1741706491,39.07
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:23:23 AM,10:23:53 AM,1741706603,58.21
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:25:56 AM,10:26:26 AM,1741706756,61.22
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,10:26:53 AM,10:27:23 AM,1741706813,47.56
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:11:23 AM,11:11:53 AM,1741709483,489.94
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,11:11:49 AM,11:12:19 AM,1741709509,34.35
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:12:11 AM,11:13:16 AM,1741709531,612.87
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,11:12:36 AM,11:13:16 AM,1741709556,486.07
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:15:13 AM,11:15:43 AM,1741709713,210.18
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:19:56 AM,11:20:26 AM,1741709996,73.51
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:21:39 AM,11:22:09 AM,1741710099,131.82
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:23:23 AM,11:23:53 AM,1741710203,98.51
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:24:21 AM,11:24:51 AM,1741710261,141.74
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:26:39 AM,11:27:09 AM,1741710399,169.69
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:31:41 AM,11:32:16 AM,1741710701,128.94
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,11:32:19 AM,11:32:49 AM,1741710739,1.57
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:49:08 AM,11:49:38 AM,1741711748,35.46
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,11:59:45 AM,12:00:15 PM,1741712385,393.51
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,12:00:10 PM,12:00:40 PM,1741712410,79.46
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:20:43 PM,12:22:02 PM,1741713643,755.85
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Smoking,3/11/2025,12:21:07 PM,12:21:37 PM,1741713667,162.75
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:24:55 PM,12:25:25 PM,1741713895,146.33
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:29:53 PM,12:30:24 PM,1741714193,103.37
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:30:34 PM,12:31:04 PM,1741714234,246.5
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:32:10 PM,12:32:40 PM,1741714330,35.3
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:37:05 PM,12:37:35 PM,1741714625,80.14
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:37:49 PM,12:38:19 PM,1741714669,47.12
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:47:44 PM,12:48:14 PM,1741715264,35.72
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:48:39 PM,12:49:09 PM,1741715319,347.58
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:50:16 PM,12:50:46 PM,1741715416,112.36
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,12:52:27 PM,12:52:57 PM,1741715547,55.37
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,1:27:11 PM,1:27:41 PM,1741717631,104.86
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,2:21:22 PM,2:22:15 PM,1741720882,50.71
Site 1,Roosevelt_1st_Floor_Boys_156_North_Sensor,B0-B3-53-D1-78-A0,Vape,3/11/2025,2:23:19 PM,2:23:49 PM,1741720999,267.37
